,Review,Brand,Total Rating,Look Rating,Smell Rating,Taste Rating,Feel Rating,Overall Rating
2099,"No head. Smell is rich dark chocolate, cherry, hints of coffee and bourbon. Lots going on in the mouth— upfront cherry, milk and dark chocolate, hoppy pine bitterness, caramel, oak char, coffee on the finish, and a bit more hops. The barrel is there, though it doesn’t dominate. Feel is thick and smooth. The kind of beer that you can mull over and find all sorts of different things.",The Abyss ,4.27,4.25,4.0,4.5,4.0,4.25
2100,"Pours jet black with fine chocolate colored head.', '\n', '\nSmell is roasty and sweet wth notes of coffee, hazelnuts, chocolate, oak, vanilla, cinnamon and a hint of ginger.', '\n', '\nTaste is roasty and a bit sweet. Notes of bourbon, oak, vanilla, cinnamon, coffee, dark chocolate, cocoa and a slight hint of smoked ham. Soft bitterness with a finish of tobacco, licorice and tar pastilles. Lots going on, a quite deep and complex.', '\n', '\nMouthfeel is medium to full sm ooth and well carbonated.', '\n', '\nOverall, a great stout. A long time want of mine that absolutely delivered.",The Abyss ,4.49,4.25,4.5,4.5,4.5,4.5
2101,"At the brewery. 2015 vintage tasted 12/10/21', '\n', '\nFantastic",The Abyss ,5.0,5.0,5.0,5.0,5.0,5.0
2102,"Deep dark opaque liquid with one finger of brown head. Lacing is minor so far.', '\nSmell is rich dark coffee molasses a hint of licorice.', '\nTaste is bitter dark roasted coffee dark chocolate molasses and a hint of licorice.', '\nMouthfeel is full with good carbonation. The finish is bitter sweet and rich.', '\nOverall a delicious stout. Packaged on 4/28/21.",The Abyss ,4.25,4.25,4.25,4.25,4.25,4.25
2103,"Pours black with a thick tan head that dissipated quickly and some lacing.', '\n', '\nTaste up front heavy malts, licorice and dark fruits with a hint of oak and char. Very smooth and creamy feel that coats your mouth and lingers well into the finish. A very nice offering.",The Abyss ,4.48,4.5,4.5,4.5,4.25,4.5
2104,"Lots of licorice, herbal hops, roast. An old-school American imperial stout. Wet bourbon character, not a lot of barrel. good if you like something strong and bitter",The Abyss ,4.06,4.5,4.0,4.0,4.25,4.0
2105,"22oz bottle, dripped in wax an\' all that, 2018 release, almost 3 years old to the date (short by about 3 weeks). ""Brewed with blackstrap molasses and licorice, cherry bark, vanilla bean, 50% is aged in bourbon, wine, and oak"". Scored this bad-boy pre-aged from the best beer store in the state (shhhh... it was $6)', '\n', ""\nPours up black, smelling boozy and woody. This is breakfast in my ****ed-up world, cheers! Extremely milk chocolate sweet but the sweetness is thankfully cut by the barrel and spirits. But still, molasses, raisin, mocha coffee dominate. It's drinkable, but HOT, even considering the 11.4%. Other 'competitors' cover up the alc more betterer, but maybe that's the point here. If you are a boozer, you may appreciate this aspect more; me, I'm a beer'er and this is too busy to be beer. I'm a purist in a weird way, and this just has too much going on. The wine and oak don't add anything, it's just all harsh grain alcohol cutting through saccharine dark fruit. Perfectly drinkable, but why?""",The Abyss ,2.98,2.75,2.75,3.75,1.0,2.75
2106,"Has anyone ever said, “I cannot wait to drink this glass of what looks like boiled motor oil?” Well motor oil comes out of the container looking more like an IPA so that adjective (oily) never seemed correct. Dirty motor oil, I guess. ', '\nIf my car ran on The Abyss I would do much more walking and biking. ', '\nIt’s dark. Like an abyss! Wow, ironic!', '\nIt smells like cocoa malt candy joy. It smells like Jamaican Blue Mountain if it was half as good as they say. ', '\nThe taste absolutely follows. It’s all been said before. Malty chocolate caramel licorice dark fruit heaven. It’s good! There’s some alcohol in that taste, however, more than most are willing to say. ', '\nYou guys try that French toast version that’s around in 2021? Odd! Add cinnamon and maple to the above and you have it. ', '\nIt’s good. As I have said here before, better does exist. BBA Darkness, for example. But Abyss is lovely!",The Abyss ,4.58,4.75,4.75,4.5,4.5,4.5
2107,"""I waxn't enamored with this as others it seems. Don't know exactly why, maybe just me having a bad day? Maybe. But very glad I tried it.""",The Abyss ,3.75,3.75,3.75,3.75,3.75,3.75
2108,"Crowler split with a friend. Picked up at Sabatinis in Exeter Pa a week ago ', '\n', ""\nLooks decent enough in a large wine glass. Jet black body, small tan head doesn't last too long, hence not much lacing."", '\n', '\nFaintly boozy aroma, almost RIS-like. A little molasses, faint smoke.', '\n', '\nOn tasting, the roast is pretty strong on this one. There are some dark fruit notes, and some warmth from the barrel. Light bourbon notes. Does feel smooth rolling around the tongue. Some molasses, and even faint soy.', '\n', '\nMouth between medium and full, finish a warm boozy roast.', '\n', '\nOverall, not as good as I hoped, roast a bit much for this palate.",The Abyss ,4.17,4.25,4.0,4.25,4.0,4.25
2109,"Not getting much bourbon, but the barrel wood is really coming through. At first it seemed a tad bitter or tannic, but ten minutes or so of breathing mellowed that.', '\nVery easy to drink. Solid all around. Thirty minutes out, there’s more sweetness and a bit more bourbon vibe. The base stout is,', '\nfor lack of better description and palate, a savory type, not sweet or chocolatey. Buy it if you see it.",Black Gold ,4.53,4.5,4.5,4.5,4.75,4.5
2110,I don’t get any bourbon barrel character whatsoever. Extremely roasty character.,Black Gold ,3.82,4.5,3.75,3.75,4.0,3.75
2111,"Very excited about this one. Poured from fridge temp. Pours motor oil black with almost no head. It looks thick! ', '\n', '\nNose: Beautiful. Roasted malts and dark fruit jump out immediately. The bourbon is definitely there, adding nice vanilla and caramel notes. Chocolate notes come through nicely. The nose is generally sweet, with no detectable bitterness. Molasses starts to get noticeable as it warms.', '\n', '\nTaste: Wow. What a nice marriage of roasted malts and sweet bourbon notes. Dark chocolate, charred oak, toffee, vanilla, dark berries, raisins, dates, a touch of leather, earth, and brown sugar. This is just a fantastic barrel-aged stout. Each sip makes me want more. ', '\n', '\nMouthfeel: Not the thickest stout in the world, but definitely creamy and silky. Just amazing. Overall, a huge winner in my books. I hope you track another down at some point.",Black Gold ,4.49,4.25,4.5,4.5,4.5,4.5
2112,"2020 vintage; consumed on 9/18/21', '\n', '\nPours an inky black body topped with over two fingers of fluffy, khaki-colored foam; decent head retention leaves paper-thin islands of cap, large, frothy collar, minimal-no lacing holding to the walls of the glass.', '\n', '\nAroma brings a soft touch of molasses upfront, carrying soft caramel creams into a steadily building oaky vanilla and eventually culminating with robust waves of raw cacao meeting oaky bourbon.', '\n', '\nTaste opens with bittersweet cocoa tinged with toasted oak barrel and residual bourbon characteristics, though the malt is central, peaking over the mid-palate with the purest, flaky roast sensations cooly revealing layer upon layer of oily, raw cacao, burnt almond, and evocative dark chocolate.', '\n', ""\nMouthfeel shows a medium-light body, silkily textured and, in tune with a soft, prickly carbonation, sporting mild gritty accents into the mid-palate; suggestions of distant char and balanced booziness enhance over the back end, eventually leveling out to a dry roast along the palate's finish."", '\n', '\nChocolate, malted chocolate, dragged from the most evocative expanses of its malt profile and kissed with a softly integrated bourbon implicating a doting heat to further accentuate the already resonant roast; a classic sipper, its quintessence on full display.",Black Gold ,4.25,4.25,3.5,4.5,4.5,4.5
2113,"11 August 2021 - Beer #247 - BA Top 250 Alert!', '\n', '\nAcquired via trade', '\nCurrent Rank: #98 on Beer Advocate', '\n', '\nAppearance: 5 - blacky black but a bit thin at the edges. The head remains as a thin halo.', '\n', ""\nNose: 4 - I'm not getting much barrel here. Smells like a straight up imperial stout. Good thing I like those."", '\n', ""\nTaste: 5 - yeah, definitely more barrel here. This tastes like Bourbon County's little cousin who's a bit rough around the edges. Just a tad bitter."", '\n', '\nMouth: 5 - silky smooth. Slightly thick, but like velvet going down.', '\n', '\nOverall: 5 - really world class. My only gripe is the slight bitterness', '\n', '\nCheers!",Black Gold ,4.76,5.0,4.0,5.0,5.0,5.0
2114,"This one pours a fairly dark black color, with a small head, and not much lacing.', '\n', '\nThis smells like roasted malt, spicy oak, dark chocolate, coffee, tobacco, and vanilla.', '\n', ""\nThis is definitely old school in execution - there's lots of roast and spice here. There's a big barrel character - oak char, vanilla, spicy bourbon - it feels like something that was in barrels a decently long time. There's some dark fruit and lots of dark chocolate, along with a cigar-like bitterness."", '\n', '\nThis is medium bodied, not quite as thin as most Central Waters, with a *slightly* prickly carbonation to it. If the carbonation was dropped a smidgen, the mouthfeel would be much better.', '\n', ""\nThere's a lot to love about this one - it's a good idea to revisit what barrel aged stouts used to be.""",Black Gold ,4.11,4.0,4.25,4.25,3.5,4.0
2115,"Appearance - The beer poured a fuzzy black color with a mocha colored head crowning the glass.', '\n', '\nSmell - The nose was malty bourbon. The booze does not dominate. There was a nice malty presence. ', '\n', '\nTaste - this was like barrel aged chocolate malt. The profile was well balanced. It was like chocolate malt, but it was not too boozy. Darker chocolate emerged at the finish. ', '\n', '\nMouthfeel - The lower carbonation allowed chocolate to linger. ', '\n', '\nOverall - The chocolatey goodness lingered nicely.",Black Gold ,4.5,4.5,4.5,4.5,4.5,4.5
2116,"""Striking gold isn't easy. Once you find it once, you gotta keep going back time after time. And that's what Central Waters Brewing does with their bourbon barrel aged American Double Stout. Except, its black gold."", '\n', '\nAnd the beer of that exact namesake pours with the consistency of used motor oil, black and inky upon the pour, a patient froth begins to release. The draw of caramelized char, coffee, chocolate, nuttiness and wonderfully burnt cream is too much for the nose to resist. In similar form the initial taste is lush with molasses, brown sugar and cream in suggestive of roasted marshmallows.', '\n', '\nAs the flavors roll along the middle palate, a strong sense of coffee, cocoa and roasted walnut overcomes the sweetness and begins to usher in the bourbon complexities with charred oak, vanilla, coconut, cherry and caramelized whisky spice. Trending moderately bitter, the late palate highlights a walnut character with coffee-like bitterness although all are probably hop-derived.', '\n', ""\nFull bodied and quite decadent overall, the rich and chewy ale never promotes cloying textures, but finishes long and fat with malt flavor and mouthfeel. An extended warmth of peppery whisky and a simmering bourbon heat resonates slightly past the char and the beer's nearly port-like fruitiness.""",Black Gold ,4.4,4.25,4.25,4.5,4.25,4.5
2117,"Pours a deep black with more than head than expected, thicker than I remember last year Lots of nice barrel on both nose and taste. Very smooth and no heat. Love this one and will seek it out every year.",Black Gold ,4.52,4.75,4.5,4.5,4.5,4.5
2118,"""Extremely dry and extremely worth it. Outstanding in its own way, just like how Heady Topper is unique in it's own way.""",Pliny The Younger ,5.0,5.0,5.0,5.0,5.0,5.0
2119,"Pours a slight dark gold with a light frost to the transparency. Head is a couple fingers of plush white foam. ', '\n', '\nAroma is a pleasant quick hit of tropical fruits, citrus, and mild resin and grass. It melds together sugary hop notes seamlessly with sticky hops for a dramatic, dynamic, quick-hitting aroma. Light bready malts adorn the back of the aroma profile, but are faint in comparison to the hops. Hops are never loud, instead, they land at a mild volume of ""six"" on a scale of 1-10, ten being the highest. Instead of using volume, hops are overlapped to create complexity. ', '\n', ""\nFlavor profile is light tropical fruits and citrus at the onset, sharing the spotlight with resiny, grassy, piney, and mild herbal and floral hops, before dipping back into tropical fruits at the finish. Pine notes build in intensity as the beer warms, but it refrains from crossing into overly sticky or heavy. It's never overtly sweet, nor does it carry a bitter bite at the end, as do some west coast IPAs. Instead, the end is marked by a light dryness that marks an end to hops. That dryness is accompanied by bready malts. "", '\n', ""\nMouth feel is medium-thick with a consistent, crisp texture driven by a mild effervescence. It's just thick enough to drink more like an experience, and less like a parking lot, tailgating IPA - though I would never turn down a pour / bottle of this in the latter situation. "", '\n', '\nOverall, this beer embodies wonderful balance, along with thoughtful nuance, to create a dreamy smooth IPA. Hops are pleasant, plump, and forward, without carrying the pedal-to-the-metal force of some other IPAs. This one is marked and adorned by simplicity and nuance. ', '\n', '\nServed in a 15.5oz Spiegelau tulip from a 500mL bottle.",Pliny The Younger ,4.61,4.5,4.75,4.5,4.5,4.75
2120,"On draft on March 25th and bottle today. In the past four trips up over a decade, Pliny would always have an unmistakable distinguished character to it. It was the Cadillac of Russian River. This time I called the server over. ""Are you sure this is it? Not Happy Hops or something else?"". Nope. This was Younger. More acidic and lacking the smooth richness and piney, sticky aftertaste, and gone was the once amazing nose of sap and sweet burnt sugar. With three to try on this visit, I had just one pour, and was, like my friend, stumped and disappointed. The vibe of visiting Windsor was pleasant, I took a self guided tour, the wait in the spring sunshine a mere three and a half hours, and the food there scrumptious. My friend and I shared a bottle of Refraction, a collab with Brooklyn Brewery, and that seemed to have more to offer. Still, I purchased two bottles of PtY to go to give it another shot at home. Pouring it now in a four ounce glass akin to what they served it in at Santa Rosa, I have the same vibes from it. I got a four pack of R&D #4 from the gift shop and enjoyed those more. Alas!",Pliny The Younger ,3.0,3.0,3.0,3.0,3.0,3.0
2121,"Appearance - The beer poured a clear golden color with visible carbonation and a white head.', '\n', '\nSmell - The earthy pine notes were strong in the nose. By way of comparison, it smelled like in the amped up version of Elder. ', '\n', '\nTaste - Having sampled Pliny the elder first, I will use it as a means of comparison. Younger seemed like an amped up version of Elder. The green grass and hops was next level. The pine notes left a little room for sweetness, but there was somewhat of a backbone. The pain notes lingered in the finish. ', '\n', '\nMouthfeel - The beer had the body of an imperial, with carbonation scrubbing away the sweetness and allowing the bitterness to linger.', '\n', '\nOverall - Hype-worthy. Glad I got to try some, thanks @bret27",Pliny The Younger ,5.0,5.0,5.0,5.0,5.0,5.0
2122,"""There's a reason it's rated as high as it is. PTY has loads of citrus aroma and flavor, but at 10.25% it's as smooth as they some.""",Pliny The Younger ,4.55,4.25,4.25,4.75,4.75,4.5
2123,"Look - golden mostly clear with a nice white head and rimming', '\nSmell - citrus tangerine slight pine', '\nTaste - bitter citrus slight creamy a little caramel ', '\nFeel - full body with lighter carb', '\nOverall - fantastic straight west coast",Pliny The Younger ,4.71,4.75,5.0,4.5,4.75,4.75
2124,"Welp, it’s been about 18 years or so on the hunt for this elusive brew. Ever since finding craft beer through Sam Adams in the early college days of the mid-2000s, this has been the ultimate Sasquatch beer. Spent most of my years on the east coast and college in Arizona but never took the trip to Northern California. Then finally, living in San Diego, they decide to send more kegs for 2022. Incredible find through a random Google search. Turns out the owner of Fathom Bistro & Bar knows Vinnie. I figured it would be similar to the best beers from HF/TH/Trillium but it’s so different. It’s the perfect West Coast hoppy beer but amplified. Super resinous, dry, and dank. Amazing finish. Feel and body are so smooth. Flavor is obviously off the charts. This is worth the hype!!!",Pliny The Younger ,4.87,4.5,5.0,4.75,5.0,5.0
2125,Blind Donkey,Pliny The Younger ,5.0,5.0,5.0,5.0,5.0,5.0
2126,"""The other reviewers pretty much hit everything I have to say about this beer, except that you will get very, very drunk if you have more than three or four ;). *This is a biased review. I'm from the area and went to SRJC. No matter, this is one of the best beers you can buy in the world.""",Pliny The Younger ,4.54,5.0,4.75,4.0,5.0,5.0
2127,"Bottled 7/2/17 and received courtesy of @dimidiata. Fairly clear, amber color coming out of the bottle, settling to a deeper semi-translucent caramel once in the glass. The aroma initially struck me as typical wild brett funk, but upon closer inspection the cherry and wine barrel notes revealed themselves in a pleasantly discreet way. ', '\n', ""\nTaste is wonderfully........different. This is unlike any beer I can recall in recent memory. The cherries are remarkably present after 5 years, but the wine barrel combined with the earthy funk is what's really making this one interesting. Plenty of sweet malts up front, but then the funk emerges mid-palate and into the aftertaste. Fairly full bodied and lightly carbonated. "", '\n', '\nOverall, very interesting and very good beer.",Supplication ,4.21,4.0,4.25,4.25,4.0,4.25
2128,"Brief Review:', '\n', ""\nO: My 2nd of 3rd RR sours I picked up from SF. This may be their highest rated. Nice brown ale with cherries, almost like a Flander's. Not too tart, which I like. Flavors are nice and clean. Good balance overall. "", '\n', ""\nRecommendation: Doesn't really blow me away for a sour with this kind of reputation, but it drinks nice and is a good Spring/Summer beer.""",Supplication ,4.49,4.75,4.5,4.5,4.25,4.5
2129,Wild! Received this from a good friend in the Bay Area. Works for me - it’s complex and skewed towards sour funkiness… very much feels sophisticated.,Supplication ,4.45,4.25,4.25,4.5,4.75,4.5
2130,"A friend of mine visited Colorado for a family Christmas and he brought back a bunch of RR goodies 12-31-21 including this 375ml bottle for $13.99. Bottled 4-27-21; consumed 4-26-22.', '\n', '\nBeer poured a pretty raspberry with a smallish white head that dissipated pretty quickly.', '\n', '\nNose is nice, berry forward, nice bouquet.', '\n', '\nTaste is really well done; a substantial but light malt base combines nicely with the pinot noir barrel which lends the dark berry fruit flavor and a touch of tartness. The introduced Brett lends some funkiness. It finishes with a dry oak barrel.', '\n', '\nMouthfeel i s light bodied and very easy to sip.', '\n', '\nOverall even thought my funky sour pallet is underdeveloped i can see this is a really well made beer as it is so flavorful and light and not overwhelming. Buy this if you like the style!",Supplication ,4.4,3.75,4.25,4.5,4.5,4.5
2131,"Bottled 10/22/21', '\n', '\nLast but most certainly not least in my lineup if Russian River Wilds is Supplication, the 8th highest rated of the style and 101st overall. It’s been a fun journey working through all of these, and I hope to drink them all again in the future. For now, let’s see what this one has to offer', '\n', '\nPours a opaque brownish orange with 2 fingers of off white head that quickly fades to a ring and leaves minimal lacing', '\n', '\nWow, this is a full on assault in the nose and I’m loving it. I’m picking up on aromas of dark cherry, old leather, brown sugar, fresh oak, lemon yogurt, vanilla, rich red wine, light vinegar, caramel, and light plum', '\n', '\nIt is just so rich in taste, and not really the sour bomb you expect from the aroma. On the front end of the sip I’m tasting dark cherry, tangy red wine, fresh oak, lemon juice, toffee, apple skin, wet hay, and light cellar. The swallow brings notes of dark cherry, stewed dark fruit, red wine vinegar, blackberry, black pepper, brown bread, and pear skin', '\n', '\nA medium full body pairs with gentle carbonation, resulting in a tangy beer. Finishes slightly sticky but tart enough to cut through most of it', '\n', ""\nThis is a fantastic beer. It's certainly one of (if not the) best Russian River Wilds I had in this run, and it swings in the same class as the best of the style. So delicious but I'm sad that I've finished my last bottle!""",Supplication ,4.51,4.0,4.75,4.5,4.25,4.5
2132,"2011 on tap in 2021', '\nLook - shocked how good this looks for being 10 years old. Thick reddish brown with a great white head and lacing', '\nSmell - tart cherry and woody ', '\nTaste - fantastic tart cherries and a ton of wood ', '\nFeel - medium body creamy with a slight carb', '\nOvearll - just a wonderful beer and shocked its this good after 10 yeras",Supplication ,4.46,4.75,4.25,4.5,4.5,4.5
2133,"Pours a brown color with tinges of red on the edges, all underneath a light tan head that evaporates quickly. The nose is loads of tart cherries, caramel, and some Brett. Wow.', '\n', '\nThe tart cherries and Brett are forward on the taste, with the caramel at the back of the palate for balance. This is the most delicious wild ale I’ve ever tasted.', '\n', '\nThe mouthfeel is medium and a bit spritzy. For me, this is a world class beer.",Supplication ,4.6,4.5,4.5,4.75,4.5,4.5
2134,"Review 1679', '\nSupplication', '\nRussian River Brewing', '\nDate: 21 November 2019', '\nI will start my day with a wild ale; I have tried most of the sours from RRB, they have been phenomenal. I used a tulip glass; the temperature was 44 degrees. The pour created a frothy and airy light tan head with poor retention. The quick dissipation left zero lacing on the glass. The color charts around SRM 15, dark amber with rusty orange hues. The beer is somewhat hazy. The appearance of the beer is beautiful. ', '\nWhen I pulled the cork out, wine and oak aromas emitted. Nosing further in the glass, I detect sour apple cider, funky barn, horse blanket, cherries, toasted crackers, and leather. Smelling the beer several times, I sense floral ester, a touch of phenols, and a slight fruity sweetness. ', ""\nThe beer's aromas are sharp but did do not relate to the taste. The flavors are brett, oak, vinous, sour apple cider, horse blanket, dankness, funky barnyard, herbal, hay, cherries, lightly toasted malts, leather, phenolic, and earthiness. "", '\nThe mouthfeel is astringent, tart, and dry. The body of the beer is medium-light, high carbonation, and delightfully long finish. ', '\nThis beer is incredible. One of the best sours I have consumed to date. I was bracing for the sourness to rip my palate apart; I got the latter, a delicate ballet on my tongue. Near perfect balance, nothing the beer is trying to outdo other flavors. I loved this beer!",Supplication ,4.84,4.5,4.75,5.0,4.75,4.75
2135,Great sour beer.,Supplication ,4.25,4.25,4.25,4.25,4.25,4.25
2136,Bottled 6/24/20.,Supplication ,4.49,4.25,4.5,4.5,4.5,4.5
2137,"Sour cherry with the pinot noir, yummy!",Supplication ,4.84,4.75,4.5,5.0,4.75,5.0
2138,"Gift from Ti. 375 ml bottle, cork & cage. Pours reddish brown with a small off white head. Aroma: Brett, white wine. Taste: Brett, white wine, apple, stone fruit, black pepper. Excellent sour.",Supplication ,4.69,4.75,4.5,4.75,4.75,4.75
2139,"Pours a dark nutty brown with mild fog. Head is a finger and a half of tan foam that bubbles away quickly. Aroma is cherry, Pinot noir, with a earthy, bready malts and stone and cellar notes. Flavor profile is cherry with stone, cellar, Pinot noir, berry, and bready malts. Mouth feel is bubbly and effervescent with a medium thickness. Overall, big depth with a little sour zing and a sweet wine pop. Well aged, considering this was bottled March 12, 2019, and reviewed/consumed on May 22, 2021. ', '\n', '\nServed in a stemless wine glass from a 375mL bottle.",Supplication ,4.44,4.25,4.5,4.5,4.0,4.5
2140,"""The beer, poured into a wine glass developed a quick settling head atop it's murky copper hue. The aroma was what I had been craving. I was greeted with Brett and some nice funk. Notes of oak, fermenting red wine, and an aroma that I can only describe as impending tartness. There was also something fruity on the nose. The first sip was very funky and dry. The Brett was on full display and not much else. Over the next few sips the beer came to life. The funk mellowed a bit to give way to spicy oak, a bit of grain, and an increasing amount of fruit. This was all presided over by a bright but balanced tartness. A bit of carbonation lightened it up as it slowly faded from my palate. This was simply exquisite.""",Supplication ,4.67,4.25,4.75,4.75,4.25,4.75
2141,"I\'m probably being a little generous here with the rating but this is hands down the best beer I\'ve ever tried. Found it in the back of total wine in the keg cooler, walked through the plastic curtains with the sensor lights flicking on to be greeted by this gem. ""Limit 2/customer"" a sign read, being the only beer brand back there it felt like I stumbled across the crystal skull of the alcohol superstore, and with 100pt rating I just had to try it. im not much of a beer person but this changed my view 100% and made me realize beers CAN be delicious and just as complex as wines and special spirits. I mean I made an account and am here now because of it right? ', '\n', '\nServed chilled in a frosted pint glass. Brick red-orange colored, Head Came less than 1/4 inch up when i poured. First sip slaps you in the mouth with a refreshing sour cherry taste but not too much to make you pucker, Mild notes of cream and white wine (from the pinot noir barrels im guessing), very light taste of grain (not yeasty though or overpowering) a bit of funkiness and overall extremely refreshing. Taste great all the way through to the end. Almost a fresh olive kind of taste imo, i think it\'d pair well with a Topanade, seafood, grilled food & chimichurri or tapas. As I said best beer I\'ve ever had and what introduced me to the beer conossuier world. Now I\'ve got to try the rest of the line up at Russian river brewing Co! I\'ve had other ""specialty beers"" and they never really moved me like this did. This one is definitely unforgettable. (Not a pro in the slightest and this is my 1st review, so take my opinion with a grain of salt. I just had to put in my 2 cents because this is truly amazing.)",Supplication ,4.88,5.0,4.5,5.0,5.0,5.0
2142,"Poured from cellar temp on 3/7/2021 bottle dare 8/25/2015 ', '\n', '\nPours a reddish amber with a cream colored head that leaves a ring of lacing. ', '\n', '\nNose of red wine, subtle candied cherry, caramel, mild grain, mild oxidation. ', '\n', '\nTaste follows with a well blended red wine and candied cherries, oak follows with minimal grain, some oxidation but adds to the complexity of the beer. ', '\n', '\nFeel is light with light carb and lingers on the pallet for medium length. ', '\n', '\nOverall, this beer has held up incredibly well. Balance between candied cherry, and the pinot barrels is excellent. There is some oxidation, but do not think it is making this beer worse, but adds to the complexity.",Supplication ,4.35,3.75,4.25,4.5,4.5,4.25
2143,"Look: A deep reddish-orange hue.', '\nSmell/Taste: The taste and smell are exactly what one would hope for in a wild ale. Some fantastic cherry sour taste and aroma, with the aged pinot and oak barrels providing some deep complexity', '\nFeel: Some carbonation, but not too overpowering. ', '\nOverall: This is one of my all time favorites. I had tried a number of wild ales before, but this is the on that got me hooked. Absolutely, a tremendous beer",Supplication ,4.65,4.75,4.75,4.75,3.75,4.75
2144,"""Pours a beautiful gold with a clear transparency. No head formation. Aroma is green grapes, chardonnay, slight red grapes, cellar stone, grass, and mild oak. It has a light lactic twist at the front that is quickly soothed out. Acidity is mild. Flavor profile presents a clean arrangement of green grapes, chardonnay, pinot noir, cellar stone, and oak. It's slick, smoothly bouncing between each note. Mild grassy and zesty hops add a little further texture. Sourness and acidity is minor. Mouth feel is medium in thickness with a glassy, still texture. Overall, a refreshing wild ale that melds into wine notes well. Easy drinking and not forceful or brash, making for a more tasteful sipping experience. "", '\n', '\nServed in a 15.5oz Spiegelau tulip from a 357mL bottle. Bottled on 04/03/20, consumed/reviewed on 07/21/22.",Beatification ,4.3,4.5,4.5,4.25,4.0,4.25
2145,"Brief Review:', '\n', '\nO: My 3rd “-ation” sour from RR. Either I’m just not into this American-style wild ale, or these are overhyped, but I just haven’t been blown away by these sours. They’re good, don’t get me wrong, but I don’t think I’d seek them out again. More sour than tart, quite dry on the finish. Lacking in any true funky flavor or character. ', '\n', '\nRecommendation: At this point, if you’ve had one RR sour, you’ve probably had them all.",Beatification ,4.14,4.5,4.25,4.0,4.0,4.25
2146,"Had at the brewery in Santa Rosa. Finally a chance to drink this. Their menu referred to it as a “Sonambic”, a Lambic from the Sonoma Valley. And wow is it impressive. A truly funky, wild, fruity masterpiece.",Beatification ,4.68,4.5,4.5,4.75,4.75,4.75
2147,"#123, solid",Beatification ,4.75,5.0,5.0,4.75,4.0,4.75
2148,"Not just any check-in here. Had the privilege to try Batch 001-PH1. Initially released in 2006, the provenance on this bottle was unmatched, and the depth and complexity with age was simply stunning.', '\n', '\n#SPInvitational2022",Beatification ,5.0,5.0,5.0,5.0,5.0,5.0
2149,"Bottled 4/3/20', '\n', '\nContinuing on with and nearing the end of my run of Russian River Wild Ales, we have the 9th highest rated of the style, and 104th overall. It seems that they’re really leaning heavily into the Americanized Lambic vibe with this one, so I’m interested to see if that holds true. Let’s find out', '\n', '\nPours a cloudy yellow gold with almost no head, just a ring of bubbles that leaves no lacing', '\n', '\nLess than stellar looks aside, this one smells fantastic. I’m picking up on aromas of wet hay, white wine vinegar, acidic lemon juice, sharp oak, crackery malt, lime zest, white pepper, leather, and musty apple skin', '\n', ""\nOk so the aroma was a knockout that had me expecting this to be super tart, but it leans into more of a restrained funk in taste. On the front end of the sip I'm tasting apple skin, straw, lemon zest, old wood, white grape, and flowers. The swallow brings notes of white pepper, wet hay, old leather, apple skin, white wine vinegar, and light bready malt. Really good but pales in comparison to the aroma"", '\n', '\nA medium body pairs with gentle acidic carbonation, resulting in a crisp and funky beer. Finishes very dry with a slight tartness', '\n', ""\nThis is good, but I suspect that, for some reason, 2 years on it has mellowed it out far too much. Seems odd for a Lambic-inspired beer, but based on reviews of fresh bottle this seems to have lost its bite. I'd love to try it fresh one day though""",Beatification ,4.34,3.25,4.75,4.25,4.5,4.25
2150,"A friend of mine visited Colorado for a family Christmas and he brought back a bunch of RR goodies 12-31-21 including this 375ml bottle for $15.99. Bottled 4-3-20; consumed 1-6-22.', '\n', '\nBeer poured a cloudy golden with a little head that dissipated quickly.', '\n', '\nNose is very nice, very funky and horse blanket forward, along with some acidic vinegar qualities, true to the style.', '\n', '\nTaste is a light malt base that has some lemon and apple. The funk, horse blanket, and touch of vinegar blend in very nicely without overwhelming the palate. Finishes tart.', '\n', '\nMouthfeel is light to medium bodied and neither overly refreshing nor smooth.', '\n', '\nOverall this was my first RR sour, and it is very nicely made!",Beatification ,4.22,3.5,4.5,4.25,3.75,4.25
2151,"First time having this. Bottled on April 3, 2020.', '\nPoured in a Wine glass. Beautiful hazy yellow/orange. The more I poured the darker it got. Smells like an earthier version of Supplication. Taste is bursting with pears and sour apples. Touch of citrus. And if course it has that excellent Russian River wild ale signature yeasty finish. Wish I could get this daily. Russian Rivers Wild Ale line up is really remarkable and I hope it’s available for as long as I live.",Beatification ,4.71,5.0,4.5,4.75,4.75,4.75
2152,"Bottle pour- looks like a glass of apple juice ,no head or lacing with a smattering of quickly disappearing bubbles clinging to the sides of the glass. Nose is sour, earthy and funky. Taste follows with hints of oak, a lingering tartness and a flat finish.",Beatification ,4.04,4.0,4.25,4.0,3.75,4.0
